DataYear,ID,PropertyName,ReportingStatus,Address,ZIPCode,ChicagoEnergyRating,ExemptFromChicagoEnergyRating,CommunityArea,PrimaryPropertyType,GrossFloorArea,YearBuilt,NumberOfBuildings,WaterUse,ENERGYSTARScore,ElectricityUse,NaturalGasUse,DistrictSteamUse,DistrictChilledWaterUse,AllOtherFuelUse,SiteEUI,SourceEUI,WeatherNormalizedSiteEUI,WeatherNormalizedSourceEUI,TotalGHGEmissions,GHGIntensity,Latitude,Longitude,Location,Row_ID,Wards,CommunityAreas,ZipCodes,CensusTracts,HistoricalWards2003-2015
2017,100395,Daley,Submitted,7500 South Pulaski Ave,60652,nan,,WEST LAWN,College/University,501591.0,1970.0,9,,,13753042.0,17161844.0,,,,61.6,122.0,65.5,126.1,3454.4,6.9,41.75629268,-87.72224,"(41.75629268, -87.72224)",2017-100395,30,63,4300.0,318,23
2018,100395,Daley,Submitted,7500 South Pulaski Ave,60652,4.0,False,WEST LAWN,College/University,501591.0,1970.0,9,4768.0,,15392402.1,16058101.5,,,,62.7,119.5,62.1,118.9,3413.7,6.8,41.75629268,-87.72224,"(41.75629268, -87.72224)",2018-100395,30,63,4300.0,318,23
2014,100396,St. Rita of Cascia High School,Submitted,7740 South Western Avenue,60620,nan,,ASHBURN,K-12 School,250000.0,1960.0,1,,68,6027551.0,15042857.0,,,,84.0,139.0,80.0,135.0,2010.0,8.04,41.7520028,-87.68463714,"(41.7520028, -87.68463714)",2014-100396,30,69,4300.0,498,6
2015,100396,St. Rita of Cascia High School,Submitted,7740 South Western Avenue,60620,nan,,ASHBURN,K-12 School,250000.0,1960.0,1,,73,5870220.0,13781745.0,,,,78.59999999999998,131.6,82.0,135.2,1911.0,7.6,41.75293115,-87.68297148,"(41.75293115, -87.68297148)",2015-100396,30,69,4300.0,498,6
2016,100396,St. Rita of Cascia High School,Submitted,7740 South Western Avenue,60620,nan,,ASHBURN,K-12 School,250000.0,1960.0,1,,79,5523164.8,13429108.8,,,,75.8,125.8,81.1,131.3,1731.3,6.9,41.75293115,-87.68297148,"(41.75293115, -87.68297148)",2016-100396,30,69,4300.0,498,6
2017,100396,St. Rita of Cascia High School,Submitted,7740 South Western Avenue,60620,nan,,ASHBURN,K-12 School,269726.0,1960.0,1,,80,5107133.0,15343446.0,,,,75.8,119.2,81.1,124.8,1759.2,6.5,41.75293115,-87.68297148,"(41.75293115, -87.68297148)",2017-100396,30,69,4300.0,498,6
2018,100396,St. Rita of Cascia High School,Submitted,7740 South Western Avenue,60620,4.0,False,ASHBURN,K-12 School,271745.5,1960.0,1,2135.0,65,5413219.9,15600997.3,,,,77.3,116.1,77.3,116.1,1729.2,6.4,41.75293115,-87.68297148,"(41.75293115, -87.68297148)",2018-100396,30,69,4300.0,498,6
2019,100396,St. Rita of Cascia HS,Submitted,7740 S Western Ave,60620,3.0,False,ASHBURN,K-12 School,275768.0,1960.0,1,,66,5206623.3,15901599.3,,,,76.5,,,,,,41.75293115,-87.68297148,"(41.75293115, -87.68297148)",2019-100396,30,69,4300.0,498,6
2021,100396,St. Rita of Cascia High School,Submitted,7740 S Western Ave,60620,3.0,False,ASHBURN,K-12 School,435758.0,1960.0,1,,69,5133442.7,14341300.3,0.0,0.0,,70.5,106.5,75.9,112.2,1494.9,5.4,41.75293115,-87.68297148,"(41.75293115, -87.68297148)",2021-100396,30,69,4300.0,498,6
2015,100397,Bogan High S-CPS,Submitted,3939 W 79th St,60652,nan,,ASHBURN,K-12 School,184611.0,1959.0,1,,64,4298547.0,8896072.0,,,,71.5,123.7,75.59999999999998,128.0,1336.0,7.2,41.749459,-87.720146,"(41.749459, -87.720146)",2015-100397,30,69,4300.0,199,6
2016,100397,Bogan High S-CPS,Submitted,3939 W 79th St,60652,nan,,ASHBURN,K-12 School,184611.0,1959.0,1,,67,4107246.2,9902307.9,,,,75.9,126.2,84.2,134.9,1283.0,6.9,41.749459,-87.720146,"(41.749459, -87.720146)",2016-100397,30,69,4300.0,199,6
2017,100397,Bogan High S-CPS,Submitted,3939 W 79th St,60652,nan,,ASHBURN,K-12 School,184611.0,1959.0,1,,73,3756063.0,8493221.0,,,,66.4,112.2,74.9,121.2,1145.6,6.2,41.749459,-87.720146,"(41.749459, -87.720146)",2017-100397,30,69,4300.0,199,6
2018,100397,Bogan High S-CPS,Submitted,3939 W 79th St,60652,4.0,False,ASHBURN,K-12 School,184611.0,1959.0,1,,81,3607719.1,6953511.7,,,,57.2,94.3,57.5,94.6,969.5,5.3,41.749459,-87.720146,"(41.749459, -87.720146)",2018-100397,30,69,4300.0,199,6
2021,100397,William J Bogan High School,Submitted,3939 W 79th St,60652,4.0,False,ASHBURN,K-12 School,185411.0,1959.0,2,,81,2540682.3,8987259.8,0.0,0.0,,62.2,89.3,68.5,95.9,840.2,4.5,41.749459,-87.720146,"(41.749459, -87.720146)",2021-100397,30,69,4300.0,199,6
2015,100417,Marist High School,Submitted,4200 W. 115th Street,60655,nan,,MOUNT GREENWOOD,K-12 School,241936.0,1963.0,2,,71,5635413.0,11771665.0,,,,71.9,124.2,75.9,128.4,1758.0,7.3,41.68539508,-87.72369345,"(41.68539508, -87.72369345)",2015-100417,42,73,4447.0,264,33
2016,100417,Marist High School,Submitted,4200 W. 115th Street,60655,nan,,MOUNT GREENWOOD,K-12 School,241936.0,1963.0,2,,83,5471855.1,8990852.5,,,,59.8,110.0,64.4,114.9,1486.1,6.1,41.68539508,-87.72369345,"(41.68539508, -87.72369345)",2016-100417,42,73,4447.0,264,33
2017,100417,Marist High School,Submitted,4200 W. 115th Street,60655,nan,,MOUNT GREENWOOD,K-12 School,241936.0,1963.0,2,,73,5453134.0,11661886.0,,,,70.7,121.4,76.6,127.5,1627.7,6.7,41.68539508,-87.72369345,"(41.68539508, -87.72369345)",2017-100417,42,73,4447.0,264,33
2018,100417,Marist High School,Submitted,4200 W 115th Street,60655,3.5,False,MOUNT GREENWOOD,K-12 School,250000.0,1963.0,1,5211.0,74,4613337.9,13629105.0,,,,73.0,108.9,72.6,108.6,1491.4,6.0,41.68539508,-87.72369345,"(41.68539508, -87.72369345)",2018-100417,42,73,4447.0,264,33
2019,100417,Marist HS,Submitted,4200 W 115th St,60655,3.5,False,MOUNT GREENWOOD,K-12 School,241936.0,1963.0,2,,58,5339636.7,14460799.0,,,,81.8,,,,,,41.68539508,-87.72369345,"(41.68539508, -87.72369345)",2019-100417,42,73,4447.0,264,33
2021,100417,Marist High School,Submitted,4200 W 115th St,60655,4.0,False,MOUNT GREENWOOD,K-12 School,486336.0,1963.0,2,,74,5182933.8,9641852.0,0.0,0.0,,61.3,101.8,66.7,107.5,1252.4,5.2,41.68539508,-87.72369345,"(41.68539508, -87.72369345)",2021-100417,42,73,4447.0,264,33
2014,100418,Morgan Park-CPS,Submitted,1744 W Pryor Ave,60643,nan,,MORGAN PARK,K-12 School,269480.0,1921.0,1,,70,7619235.0,15863384.0,,,,87.0,151.0,83.0,145.0,2373.0,8.81,41.69164701,-87.66578473,"(41.69164701, -87.66578473)",2014-100418,42,74,22212.0,378,33
2015,100418,Morgan Park-CPS,Submitted,1744 W Pryor Ave,60643,nan,,MORGAN PARK,K-12 School,269480.0,1921.0,1,,95,7384131.0,4576908.0,,,,44.4,103.9,44.6,104.5,1727.0,6.4,41.69164701,-87.66578473,"(41.69164701, -87.66578473)",2015-100418,42,74,22212.0,378,33
2016,100418,Morgan Park-CPS,Submitted,1744 W Pryor Ave,60643,nan,,MORGAN PARK,K-12 School,269480.0,1921.0,1,,99,7030173.5,2097138.9,,,,33.9,90.1,34.3,91.4,1407.2,5.2,41.69164701,-87.66578473,"(41.69164701, -87.66578473)",2016-100418,42,74,22212.0,378,33
2017,100418,Morgan Park-CPS,Submitted,1744 W Pryor Ave,60643,nan,,MORGAN PARK,K-12 School,269480.0,1921.0,1,,98,6885935.0,3426891.0,,,,38.3,93.6,38.6,94.6,1455.2,5.4,41.69164701,-87.66578473,"(41.69164701, -87.66578473)",2017-100418,42,74,22212.0,378,33
2018,100418,Morgan Park-CPS,Submitted,1744 W Pryor Ave,60643,4.0,False,MORGAN PARK,K-12 School,269480.0,1921.0,1,2056.0,92,6830646.6,8807593.3,,,,58.0,105.3,58.3,105.7,1604.2,6.0,41.69164701,-87.66578473,"(41.69164701, -87.66578473)",2018-100418,42,74,22212.0,378,33
2021,100418,Morgan Park High School,Submitted,1744 W Pryor Ave,60643,4.0,False,MORGAN PARK,K-12 School,269480.0,1914.0,2,,82,5779975.8,7223420.1,0.0,0.0,,48.3,88.2,51.4,91.5,1209.2,4.5,41.69164701,-87.66578473,"(41.69164701, -87.66578473)",2021-100418,42,74,22212.0,378,33
2015,100429,The John Hancock Center,Submitted,875 N Michigan Ave,60611,nan,,NEAR NORTH SIDE,Mixed Use Property,2290873.0,1970.0,1,,45,153965647.0,,,,,67.2,211.0,67.2,211.0,30934.0,13.5,41.89880204,-87.62297590999998,"(41.89880204, -87.62297591)",2015-100429,11,37,21182.0,233,22
2016,100429,The John Hancock Center,Submitted,875 N Michigan Ave,60611,nan,,NEAR NORTH SIDE,Mixed Use Property,2290873.0,1970.0,1,,34,172278158.1,,,,,75.2,236.1,75.2,236.1,31754.5,13.9,41.89880204,-87.62297591,"(41.89880204, -87.62297591)",2016-100429,11,37,21182.0,233,22
2017,100429,The John Hancock Center,Submitted,875 N Michigan Ave,60611,nan,,NEAR NORTH SIDE,Mixed Use Property,2290873.0,1970.0,1,,23,188512522.0,,,,,82.3,258.4,82.3,258.4,34855.0,15.2,41.89880204,-87.62297591,"(41.89880204, -87.62297591)",2017-100429,11,37,21182.0,233,22
2018,100429,The John Hancock Center,Submitted,875 N Michigan Ave,60611,1.0,False,NEAR NORTH SIDE,Mixed Use Property,2290873.0,1970.0,1,76642.0,24,177342965.0,,,,,77.4,216.8,78.0,218.5,29503.5,12.9,41.89880204,-87.62297591,"(41.89880204, -87.62297591)",2018-100429,11,37,21182.0,233,22
2019,100429,The John Hancock Center,Submitted,875 N Michigan Ave,60611,1.5,False,NEAR NORTH SIDE,Mixed Use Property,2290873.0,1970.0,1,,33,169520409.1,,,,,74.0,,,,,,41.89880204,-87.62297591,"(41.89880204, -87.62297591)",2019-100429,11,37,21182.0,233,22
2021,100429,The John Hancock Center,Submitted,875 N Michigan Ave,60611,1.5,False,NEAR NORTH SIDE,Mixed Use Property,2620946.0,1970.0,1,,32,151708916.1,0.0,0.0,0.0,,66.2,185.4,66.2,185.4,21668.0,9.5,41.89880204,-87.62297591,"(41.89880204, -87.62297591)",2021-100429,11,37,21182.0,233,22
2015,100431,1100 N. Clark St.,Submitted,1100 N. CLARK ST,60610,nan,,NEAR NORTH SIDE,Automobile Dealership,131250.0,1989.0,1,,,3938721.0,4976900.0,,,,67.9,134.0,70.8,137.1,1056.0,8.0,41.90237775,-87.63184484,"(41.90237775, -87.63184484)",2015-100431,11,37,14926.0,310,22
2016,100431,1100 N. Clark St.,Submitted,1100 N. CLARK ST,60610,nan,,NEAR NORTH SIDE,Automobile Dealership,131250.0,1989.0,1,,,4169668.7,3806700.0,,,,60.8,130.2,64.8,132.5,970.8,7.4,41.90237775,-87.63184484,"(41.90237775, -87.63184484)",2016-100431,11,37,14926.0,310,22
2017,100431,1100 N. Clark St.,Submitted,1100 N. CLARK ST,60610,nan,,NEAR NORTH SIDE,Automobile Dealership,131250.0,1989.0,1,,,1643147.0,1496600.0,,,,23.9,51.3,23.9,51.3,383.3,2.9,41.90237775,-87.63184484,"(41.90237775, -87.63184484)",2017-100431,11,37,14926.0,310,22
2014,100433,Presence SMEMC St Mary Campus,Submitted,2233 West Division St,60622,nan,,WEST TOWN,Hospital (General Medical & Surgical),681854.0,1976.0,4,,38,67182962.0,112338299.0,,,,263.0,482.0,255.0,473.0,19465.0,28.55,41.90251573,-87.68336086,"(41.90251573, -87.68336086)",2014-100433,11,25,21560.0,541,16
2015,100433,Presence SMEMC St Mary Campus,Submitted,2233 West Division St,60622,nan,,WEST TOWN,Hospital (General Medical & Surgical),693154.0,1976.0,5,,46,68762207.0,99079402.0,,,,242.1,461.6,245.3,462.0,19078.0,27.5,41.90251573,-87.68336085999998,"(41.90251573, -87.68336086)",2015-100433,11,25,21560.0,541,16
2016,100433,Presence SMEMC St Mary Campus,Submitted,2233 West Division St,60622,nan,,WEST TOWN,Hospital (General Medical & Surgical),693154.0,1976.0,5,,44,70775218.4,100551621.5,,,,247.2,472.9,253.2,473.1,18386.1,26.5,41.90251573,-87.68336086,"(41.90251573, -87.68336086)",2016-100433,11,25,21560.0,541,16
2017,100433,Presence SMEMC St Mary Campus,Submitted,2233 West Division St,60622,nan,,WEST TOWN,Hospital (General Medical & Surgical),693154.0,1976.0,5,,46,68213694.0,101290586.0,,,,244.5,462.4,252.7,468.8,17992.4,26.0,41.90251573,-87.68336086,"(41.90251573, -87.68336086)",2017-100433,11,25,21560.0,541,16
2018,100433,Presence SMEMC St Mary Campus,Submitted,2233 West Division St,60622,1.5,False,WEST TOWN,Hospital (General Medical & Surgical),697454.0,1976.0,5,9170.0,40,69042877.7,112027061.9,,,,259.6,445.8,254.3,436.2,17436.6,25.0,41.90251573,-87.68336086,"(41.90251573, -87.68336086)",2018-100433,11,25,21560.0,541,16
2019,100433,Presence SMEMC St Mary Campus,Submitted,2233 W Division St,60622,2.0,False,WEST TOWN,Hospital (General Medical & Surgical),697454.0,1976.0,5,,43,67175456.0,109823482.7,,,,253.8,,,,,,41.90251573,-87.68336086,"(41.90251573, -87.68336086)",2019-100433,11,25,21560.0,541,16
2021,100433,Ascension SMEMC St Mary Campus.,Submitted,2233 W Division St,60622,3.5,False,WEST TOWN,Hospital (General Medical & Surgical),981153.0,1976.0,5,,56,68215467.7,94612164.0,0.0,0.0,,233.5,416.3,237.6,414.3,14768.3,21.2,41.90251573,-87.68336086,"(41.90251573, -87.68336086)",2021-100433,11,25,21560.0,541,16
2015,100438,Palmolive Building Condominium Association,Submitted,913 921 N Michigan Ave.,60611,nan,,NEAR NORTH SIDE,Multifamily Housing,397200.0,1929.0,1,,11,23777628.0,25406334.0,,,,123.8,255.1,126.0,257.4,6127.0,15.4,41.899795,-87.624109,"(41.899795, -87.624109)",2015-100438,11,37,21182.0,233,22
2016,100438,Palmolive Building Condominium Association,Submitted,913 921 N Michigan Ave.,60611,nan,,NEAR NORTH SIDE,Multifamily Housing,397200.0,1929.0,1,,6,27157032.7,25586690.9,,,,132.8,282.3,136.6,286.4,6364.6,16.0,41.899795,-87.624109,"(41.899795, -87.624109)",2016-100438,11,37,21182.0,233,22
2017,100438,Palmolive Building Condominium Association,Submitted,913 921 N Michigan Ave.,60611,nan,,NEAR NORTH SIDE,Multifamily Housing,397200.0,1929.0,1,,12,22432505.0,26070743.0,,,,122.1,246.3,125.6,249.9,5532.4,13.9,41.899795,-87.624109,"(41.899795, -87.624109)",2017-100438,11,37,21182.0,233,22
2018,100438,Palmolive Building Condominium Association,Submitted,913 921 N Michigan Ave.,60611,1.0,False,NEAR NORTH SIDE,Multifamily Housing,397200.0,1929.0,1,9140.0,7,23157946.9,27646144.5,,,,127.9,236.3,126.6,235.0,5321.1,13.4,41.899795,-87.624109,"(41.899795, -87.624109)",2018-100438,11,37,21182.0,233,22
2019,100438,Palmolive Building Condominium Association,Submitted,913 - 921 N Michigan Ave,60611,1.0,False,NEAR NORTH SIDE,Multifamily Housing,397200.0,1929.0,1,,6,22679318.3,27950663.4,,,,127.5,,,,,,41.899795,-87.624109,"(41.899795, -87.624109)",2019-100438,11,37,21182.0,233,22
2021,100438,Palmolive Building Condominium Association,Submitted,913 - 921 N Michigan Ave,60611,1.0,False,NEAR NORTH SIDE,Multifamily Housing,436505.0,1929.0,1,,7,21833029.7,27913149.5,0.0,0.0,,125.2,227.7,128.2,230.8,4600.9,11.6,41.899795,-87.624109,"(41.899795, -87.624109)",2021-100438,11,37,21182.0,233,22
2014,100447,211 E. Chicago Ave.,Submitted,211 E. Chicago Ave.,60611,nan,,NEAR NORTH SIDE,Office,394230.0,1965.0,1,,85,15403962.0,17932947.0,,,,85.0,171.0,81.0,167.0,4047.0,10.27,41.89644968,-87.62256575,"(41.89644968, -87.62256575)",2014-100447,11,37,21182.0,158,22
2015,100447,211 E. Chicago Ave.,Submitted,211 E. Chicago Ave.,60611,nan,,NEAR NORTH SIDE,Office,394230.0,1965.0,1,,90,15010091.0,10723024.0,,,,65.3,148.1,68.0,151.5,3585.0,9.1,41.89644968,-87.62256575,"(41.89644968, -87.62256575)",2015-100447,11,37,21182.0,158,22
2016,100447,211 E. Chicago Ave.,Submitted,211 E. Chicago Ave.,60611,nan,,NEAR NORTH SIDE,Office,394230.0,1965.0,1,,93,16926877.4,,,,,42.9,134.8,42.9,134.8,3120.0,7.9,41.89644968,-87.62256575,"(41.89644968, -87.62256575)",2016-100447,11,37,21182.0,158,22
2017,100447,211 E. Chicago Ave.,Submitted,211 E. Chicago Ave.,60611,nan,,NEAR NORTH SIDE,Office,394230.0,1965.0,1,,76,26385423.0,,,,,66.9,210.2,66.9,210.2,4878.5,12.4,41.89644968,-87.62256575,"(41.89644968, -87.62256575)",2017-100447,11,37,21182.0,158,22
2018,100447,211 E. Chicago Ave.,Submitted,211 E. Chicago Ave.,60611,3.0,False,NEAR NORTH SIDE,Office,394230.0,1965.0,1,4793.0,62,21707403.3,16189794.0,,,,96.1,197.3,96.5,197.6,4471.3,11.3,41.89644968,-87.62256575,"(41.89644968, -87.62256575)",2018-100447,11,37,21182.0,158,22
2019,100447,211 E Chicago Ave,Submitted,211 E Chicago Ave,nan,4.0,False,NEAR NORTH SIDE,,,,,,,,,,,,,,,,,,41.89644968,-87.62256575,"(41.89644968, -87.62256575)",2019-100447,11,37,21182.0,158,22
2021,100447,211 E. Chicago Ave.,Submitted,211 E Chicago Ave,60611,4.0,False,NEAR NORTH SIDE,Office,404162.3,1965.0,1,,85,12244337.3,13685073.5,0.0,0.0,,65.8,123.5,70.2,128.0,2475.7,6.3,41.89644968,-87.62256575,"(41.89644968, -87.62256575)",2021-100447,11,37,21182.0,158,22
2015,100448,Hilton Chicago MM Suites,Submitted,198 East Delaware Place,60611,nan,,NEAR NORTH SIDE,Hotel,314850.0,1989.0,1,,41,16779407.0,28364284.0,,,,143.4,261.9,146.0,263.4,4878.0,15.5,41.89956332,-87.62215183,"(41.89956332, -87.62215183)",2015-100448,11,37,21182.0,233,22
2016,100448,Hilton Chicago MM Suites,Submitted,198 East Delaware Place,60611,nan,,NEAR NORTH SIDE,Hotel,314850.0,1989.0,1,,54,16093148.4,23188579.9,,,,124.8,237.8,127.4,237.0,4198.0,13.3,41.89956332,-87.62215183,"(41.89956332, -87.62215183)",2016-100448,11,37,21182.0,233,22
2017,100448,Hilton Chicago MM Suites,Submitted,198 East Delaware Place,60611,nan,,NEAR NORTH SIDE,Hotel,314850.0,1989.0,1,,93,6706934.0,22666789.0,,,,93.3,142.5,97.0,146.4,2444.0,7.8,41.89956332,-87.62215183,"(41.89956332, -87.62215183)",2017-100448,11,37,21182.0,233,22
2018,100448,Hilton Chicago MM Suites,Submitted,198 East Delaware Place,60611,3.0,False,NEAR NORTH SIDE,Hotel,314850.0,1989.0,1,19416.0,61,14351138.1,25018299.6,,,,125.0,211.1,125.2,211.2,3716.4,11.8,41.89956332,-87.62215183,"(41.89956332, -87.62215183)",2018-100448,11,37,21182.0,233,22
2019,100448,Hilton Chicago MM Suites,Submitted,198 E Delaware Pl,60611,3.0,False,NEAR NORTH SIDE,Hotel,314850.0,1989.0,1,,64,13629694.6,24760925.5,,,,121.9,203.8,121.0,,3582.7,11.4,41.89956332,-87.62215183,"(41.89956332, -87.62215183)",2019-100448,11,37,21182.0,233,22
2021,100448,Hilton Chicago MM Suites,Submitted,198 E Delaware Pl,60611,4.0,False,NEAR NORTH SIDE,Hotel,358850.0,1989.0,1,,87,10948988.6,17392314.2,0.0,0.0,,90.0,155.4,92.5,156.3,2487.6,7.9,41.89956332,-87.62215183,"(41.89956332, -87.62215183)",2021-100448,11,37,21182.0,233,22
2016,100470,Lawson Partners,Submitted,30 W Chicago,60610,nan,,NEAR NORTH SIDE,Multifamily Housing,242000.0,1930.0,1,,50,8059539.8,22865855.0,,,,127.8,203.8,140.1,216.7,2700.1,11.2,41.896703,-87.629373,"(41.896703, -87.629373)",2016-100470,11,37,4446.0,230,22
2017,100470,Lawson Partners,Submitted,30 W Chicago,60610,nan,,NEAR NORTH SIDE,Multifamily Housing,242000.0,1930.0,1,,47,7841462.0,23178804.0,,,,128.2,202.3,138.1,212.8,2681.0,11.1,41.896703,-87.629373,"(41.896703, -87.629373)",2017-100470,11,37,4446.0,230,22
2018,100470,Lawson Partners LLC,Submitted,30 W Chicago,60610,2.0,False,NEAR NORTH SIDE,Multifamily Housing,259349.0,1930.0,1,14578.0,47,7825940.6,26174691.7,,,,131.1,190.5,131.4,190.8,2692.2,10.4,41.896703,-87.629373,"(41.896703, -87.629373)",2018-100470,11,37,4446.0,230,22
2019,100470,Lawson Partners,Submitted,30 W Chicago,60610,2.0,False,NEAR NORTH SIDE,Multifamily Housing,259349.0,1930.0,1,,46,7522818.5,26433709.8,,,,130.9,,,,,,41.896703,-87.629373,"(41.896703, -87.629373)",2019-100470,11,37,4446.0,230,22
2016,100485,"1900 W. Farwell, LLC",Submitted,1900 1910 W. Farwell Ave.,60626,nan,,ROGERS PARK,Multifamily Housing,73000.0,1915.0,1,,82,739233.7,3724995.6,,,,61.2,85.4,64.5,88.6,334.1,4.6,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2016-100485,5,10,21853.0,358,3
2017,100485,"1900 W. Farwell, LLC",Submitted,1900 1910 W. Farwell Ave.,60626,nan,,ROGERS PARK,Multifamily Housing,73000.0,1915.0,1,,75,714428.0,3905571.0,,,,63.3,86.9,68.5,92.6,339.5,4.7,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2017-100485,5,10,21853.0,358,3
2018,100485,"1900 W. Farwell, LLC",Submitted,1900 1910 W. Farwell Ave.,60626,2.5,False,ROGERS PARK,Multifamily Housing,59000.0,1915.0,1,363.0,59,764840.7,4006222.1,,,,80.9,107.6,82.5,108.1,340.0,5.8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2018-100485,5,10,21853.0,358,3
2019,100485,"1900 W. Farwell, LLC",Submitted,1900 1910 W FARWELL AVE,60626,2.5,False,ROGERS PARK,Multifamily Housing,59000.0,1915.0,1,,54,724534.8,4150888.2,,,,82.6,108.3,81.8,,341.0,5.8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2019-100485,5,10,21853.0,358,3
2021,100485,"1900 W. Farwell, LLC",Submitted,1900 1910 W FARWELL AVE,60626,2.5,False,ROGERS PARK,Multifamily Housing,59000.0,1915.0,1,,54,749302.2,3843190.8,0.0,0.0,,77.8,104.0,85.2,111.4,311.2,5.3,42.01036185,-87.66829765,"(42.01036185, -87.66829765)",2021-100485,5,10,21853.0,358,3
2015,100533,Englewood Ac-CPS,Submitted,6201 S Stewart Ave,60621,nan,,ENGLEWOOD,K-12 School,188800.0,1979.0,1,,7,9625979.0,14013171.0,,,,125.2,238.0,130.6,243.7,2678.0,14.2,41.78205573,-87.63426731,"(41.78205573, -87.63426731)",2015-100533,4,66,21559.0,166,53
2017,100533,Englewood Ac-CPS,Submitted,6201 S Stewart Ave,60621,nan,,ENGLEWOOD,K-12 School,188800.0,1979.0,1,,23,7600660.0,10960303.0,,,,98.3,187.4,107.4,197.0,1987.5,10.5,41.78205573,-87.63426731,"(41.78205573, -87.63426731)",2017-100533,4,66,21559.0,166,53
2021,100533,TEAM Englewood Community Academy High School,Submitted,6201 S Stewart Ave,60621,1.0,False,ENGLEWOOD,K-12 School,188800.0,1979.0,1,,12,8182095.4,14414519.2,0.0,0.0,,119.7,201.5,128.1,210.3,1934.2,10.2,41.78205573,-87.63426731,"(41.78205573, -87.63426731)",2021-100533,4,66,21559.0,166,53
2016,100572,Perspectives Charter Schools - Auburn Gresham Campus,Submitted,8131 S May Street,60620,nan,,AUBURN GRESHAM,K-12 School,300000.0,1925.0,1,,73,6394582.7,20419239.1,,,,89.4,138.4,100.6,150.2,2266.9,7.6,41.74538215,-87.65152078,"(41.74538215, -87.65152078)",2016-100572,13,70,21554.0,487,18
2017,100572,Perspectives Charter Schools - Auburn Gresham Campus,Submitted,8131 S May Street,60620,nan,,AUBURN GRESHAM,K-12 School,300000.0,1925.0,1,,72,6211816.0,21355995.0,,,,91.9,139.8,102.3,150.7,2282.9,7.6,41.74538215,-87.65152078,"(41.74538215, -87.65152078)",2017-100572,13,70,21554.0,487,18
2018,100572,Perspectives Charter Schools - Auburn Gresham Campus,Submitted,8131 S May Street,60620,1.5,False,AUBURN GRESHAM,K-12 School,300000.0,1925.0,1,9179.0,36,5900842.5,23999473.7,,,,99.7,139.1,95.8,135.1,2256.4,7.5,41.74538215,-87.65152078,"(41.74538215, -87.65152078)",2018-100572,13,70,21554.0,487,18
2017,100598,Farragut Car-CPS,Submitted,2345 S Christiana Ave,60623,nan,,SOUTH LAWNDALE,K-12 School,359255.0,1909.0,1,,5,29774808.0,11136040.0,,,,113.9,292.8,120.0,304.8,6096.7,17.0,41.84837118,-87.70825259,"(41.84837118, -87.70825259)",2017-100598,28,32,21569.0,291,14
2015,100631,Hubbard High-CPS,Submitted,6200 S Hamlin Ave,60629,nan,,WEST LAWN,K-12 School,218200.0,1929.0,1,,67,4198306.0,10188669.0,,,,65.9,109.4,69.6,113.3,1385.0,6.3,41.77984105,-87.71918714999998,"(41.77984105, -87.71918715)",2015-100631,6,63,21867.0,339,23
2016,100631,Hubbard High-CPS,Submitted,6200 S Hamlin Ave,60629,nan,,WEST LAWN,K-12 School,218200.0,1929.0,1,,74,4264283.5,9480781.4,,,,63.0,107.0,69.6,114.0,1289.6,5.9,41.77984105,-87.71918715,"(41.77984105, -87.71918715)",2016-100631,6,63,21867.0,339,23
2017,100631,Hubbard High-CPS,Submitted,6200 S Hamlin Ave,60629,nan,,WEST LAWN,K-12 School,218200.0,1929.0,1,,71,4251478.0,9151553.0,,,,61.4,105.2,67.3,111.3,1272.2,5.8,41.77984105,-87.71918715,"(41.77984105, -87.71918715)",2017-100631,6,63,21867.0,339,23
2018,100631,Hubbard High-CPS,Submitted,6200 S Hamlin Ave,60629,3.5,False,WEST LAWN,K-12 School,218200.0,1929.0,1,2474.0,77,3910885.6,10090533.5,,,,64.2,98.7,61.8,96.3,1186.6,5.4,41.77984105,-87.71918715,"(41.77984105, -87.71918715)",2018-100631,6,63,21867.0,339,23
2021,100631,Gurdon S Hubbard High School,Submitted,6200 S Hamlin Ave,60629,3.5,False,WEST LAWN,K-12 School,218200.0,1929.0,3,,73,3470703.5,11535019.9,0.0,0.0,,68.8,100.0,75.4,107.0,1108.4,5.1,41.77984105,-87.71918715,"(41.77984105, -87.71918715)",2021-100631,6,63,21867.0,339,23
